headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
German,UmsÃ_tzen,Noun,Â m,dative plural of Umsatz, dative plural of Umsatz,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umsatz.html"" title=""Umsatz"">Umsatz</a></i></span></span></li>"
Turkish,Umu,Proper noun,,A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,Umur'umu,Noun,,first-person singular simple present possessive accusative of Umur, first-person singular simple present possessive accusative of Umur,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">first-person singular simple present possessive accusative of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""tr""><a href=""Umur.html"" title=""Umur"">Umur</a></i></span></span></li>"
Turkish,Umur,Etymology,,From Arabic Ø£ÙèÙ…ÙèÙˆØ± â€_.,From Arabic Ø£ÙèÙ…ÙèÙˆØ± â€_(Ê_umÅ«r).,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span></span> <span class=""Arab"" id=""mwBQ"" lang=""ar""><a href=""%D8%A3%D9%85%D9%88%D8%B1.html"" title=""Ø£Ù…ÙˆØ±"">Ø£ÙèÙ…ÙèÙˆØ±</a></span><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr"" lang="""">Ê_umÅ«r</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span>.</p>"
Turkish,Umur,Proper noun,,A male given name, A male given name,"<li id=""mwCw""> <span class=""use-with-mention"" id=""mwDA"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,Umut,Proper noun,,"A female given name which means ""the hope""."," A female given name which means ""the hope"".","<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A female <a href=""given_name.html"" title=""given name"">given name</a></span> which means ""the hope"".</li>"
Turkish,Umut,Proper noun,,"A male given name which means ""the hope""."," A male given name which means ""the hope"".","<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span> which means ""the hope"".</li>"
German,Umverteilung,Noun,"Â f â€_(genitive Umverteilung, plural Umverteilungen)",redistribution, redistribution,"<li id=""mwBQ""> <a href=""redistribution.html"" id=""mwBg"" title=""redistribution"">redistribution</a></li>"
German,Umverteilung,Related terms,,umverteilen, umverteilen,"<li id=""mwCA""> <a href=""umverteilen.html"" id=""mwCQ"" title=""umverteilen"">umverteilen</a></li>"
German,Umverteilung,External links,,Umverteilung in Duden online, Umverteilung in Duden online,"<li id=""mwCw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umverteilung"" id=""mwDA"">Umverteilung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umverteilungen,Noun,Â f,plural of Umverteilung, plural of Umverteilung,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umverteilung.html"" title=""Umverteilung"">Umverteilung</a></i></span></span></li>"
German,Umvolkung,Etymology,,um +â€_ Volk +â€_ -ung,um +â€_ Volk +â€_ -ung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""um.html"" title=""um"">um</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Volk.html"" title=""Volk"">Volk</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""-ung.html"" title=""-ung"">-ung</a></i></p>"
German,Umvolkung,Pronunciation,,IPA: /ËˆÊ_mËŒfÉ”l.kÊ_Å‹/, IPA(key): /ËˆÊ_mËŒfÉ”l.kÊ_Å‹/,"<li id=""mwBQ""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ËˆÊ_mËŒfÉ”l.kÊ_Å‹/</span></li>"
German,Umvolkung,Noun,"Â f â€_(genitive Umvolkung, no plural)"," a policy that aims at radically changing the demographic composition of a population, through immigration and influencing reproductive behaviour"," (politics) a policy that aims at radically changing the demographic composition of a population, through immigration and influencing reproductive behaviour","<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content"">politics</span><span class=""ib-brac"" id=""mwDg"">)</span> a <a href=""policy.html"" id=""mwDw"" title=""policy"">policy</a> that aims at radically changing the <a href=""demographic.html"" id=""mwEA"" title=""demographic"">demographic</a> <a href=""composition.html"" id=""mwEQ"" title=""composition"">composition</a> of a <a href=""population.html"" id=""mwEg"" title=""population"">population</a>, through <a href=""immigration.html"" id=""mwEw"" title=""immigration"">immigration</a> and influencing <a href=""reproductive.html"" id=""mwFA"" title=""reproductive"">reproductive</a> behaviour</li>"
German,Umvolkung,Usage notes,,"The word is most often used to refer to the growth of allochthone communities in post-war Germany and western Europe, which is thereby labelled a deliberate strategy to weaken the autochthone populations. The word was originally restricted to the radical right, but is now seeing some usage among right-wing conservatives."," The word is most often used to refer to the growth of allochthone communities in post-war Germany and western Europe, which is thereby labelled a deliberate strategy to weaken the autochthone populations. The word was originally restricted to the radical right, but is now seeing some usage among right-wing conservatives.","<li id=""mwFg""> The word is most often used to refer to the growth of <a href=""allochthone.html"" id=""mwFw"" title=""allochthone"">allochthone</a> communities in post-war Germany and western Europe, which is thereby labelled a deliberate strategy to weaken the <a href=""autochthone.html"" id=""mwGA"" title=""autochthone"">autochthone</a> populations. The word was originally restricted to the radical right, but is now seeing some usage among right-wing conservatives.</li>"
German,Umwandlung,Etymology,,umwandeln +â€_ -ung,umwandeln +â€_ -ung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""umwandeln.html"" title=""umwandeln"">umwandeln</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""-ung.html"" title=""-ung"">-ung</a></i></p>"
German,Umwandlung,Noun,"Â f â€_(genitive Umwandlung, plural Umwandlungen)",conversion, conversion,"<li id=""mwCA""> <a href=""conversion.html"" id=""mwCQ"" title=""conversion"">conversion</a></li>"
German,Umwandlung,Noun,"Â f â€_(genitive Umwandlung, plural Umwandlungen)","transformation, transmutation"," transformation, transmutation","<li id=""mwCg""> <a href=""transformation.html"" id=""mwCw"" title=""transformation"">transformation</a>, <a href=""transmutation.html"" id=""mwDA"" title=""transmutation"">transmutation</a></li>"
German,Umwandlung,Noun,"Â f â€_(genitive Umwandlung, plural Umwandlungen)",change, change,"<li id=""mwDQ""> <a href=""change.html"" id=""mwDg"" title=""change"">change</a></li>"
German,Umwandlung,Noun,"Â f â€_(genitive Umwandlung, plural Umwandlungen)", transformation of a pawn into another chessman, (chess) transformation of a pawn into another chessman,"<li id=""mwDw""> <span class=""ib-brac"" id=""mwEA"">(</span><span class=""ib-content"">chess</span><span class=""ib-brac"" id=""mwEQ"">)</span> <i id=""mwEg"">transformation</i> of a pawn into another chessman</li>"
German,Umwandlung,External links,,Umwandlung in Duden online, Umwandlung in Duden online,"<li id=""mwFA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umwandlung"" id=""mwFQ"">Umwandlung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umwandlungen,Noun, f,plural of Umwandlung, plural of Umwandlung,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwandlung.html"" title=""Umwandlung"">Umwandlung</a></i></span></span></li>"
German,Umwandlungspunkt,Etymology,,Umwandlung +â€_ Punkt,Umwandlung +â€_ Punkt,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwandlung.html"" title=""Umwandlung"">Umwandlung</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Punkt.html"" title=""Punkt"">Punkt</a></i></p>"
German,Umwandlungspunkt,Noun,"Â m â€_(genitive Umwandlungspunkts or Umwandlungspunktes, plural Umwandlungspunkte)",point of transformation or transition, point of transformation or transition,"<li id=""mwCA""> <a href=""point.html"" id=""mwCQ"" title=""point"">point</a> of <a href=""transformation.html"" id=""mwCg"" title=""transformation"">transformation</a> or <a href=""transition.html"" id=""mwCw"" title=""transition"">transition</a></li>"
German,Umwandlungspunkte,Noun, m,plural of Umwandlungspunkt, plural of Umwandlungspunkt,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwandlungspunkt.html"" title=""Umwandlungspunkt"">Umwandlungspunkt</a></i></span></span></li>"
German,Umwandlungspunkten,Noun, m,dative plural of Umwandlungspunkt, dative plural of Umwandlungspunkt,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwandlungspunkt.html"" title=""Umwandlungspunkt"">Umwandlungspunkt</a></i></span></span></li>"
German,Umwandlungspunktes,Noun,,genitive singular of Umwandlungspunkt, genitive singular of Umwandlungspunkt,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwandlungspunkt.html"" title=""Umwandlungspunkt"">Umwandlungspunkt</a></i></span></span></li>"
German,Umwandlungspunkts,Noun,,genitive singular of Umwandlungspunkt, genitive singular of Umwandlungspunkt,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwandlungspunkt.html"" title=""Umwandlungspunkt"">Umwandlungspunkt</a></i></span></span></li>"
German,Umweg,Noun,"Â m â€_(genitive Umwegs or Umweges, plural Umwege)",detour , detour (a diversion or deviation from one's original route),"<li id=""mwBQ""> <a href=""detour.html"" id=""mwBg"" title=""detour"">detour</a> (a diversion or deviation from one's original route)</li>"
German,Umweg,External links,,Umweg in Duden online, Umweg in Duden online,"<li id=""mwCA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweg"" id=""mwCQ"">Umweg</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umwege,Noun,,plural of Umweg, plural of Umweg,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweg.html"" title=""Umweg"">Umweg</a></i></span></span></li>"
German,Umwegen,Noun,Â m,dative plural of Umweg, dative plural of Umweg,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweg.html"" title=""Umweg"">Umweg</a></i></span></span></li>"
German,Umweges,Noun,,genitive singular of Umweg, genitive singular of Umweg,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweg.html"" title=""Umweg"">Umweg</a></i></span></span></li>"
German,Umwegs,Noun,,genitive singular of Umweg, genitive singular of Umweg,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweg.html"" title=""Umweg"">Umweg</a></i></span></span></li>"
English,Umwelt,Alternative forms,,umwelt, umwelt,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""umwelt.html"" title=""umwelt"">umwelt</a></span></li>"
English,Umwelt,Etymology,,"From German Umwelt â€_. More at um-, Welt.","From German Umwelt â€_(â€œenvironmentâ€ù). More at um-, Welt.","<p id=""mwBQ"">From <span class=""etylcleanup"" id=""mwBg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/German%20language"" title=""w:German language"">German</a></span></span> <i class=""Latn mention"" id=""mwCA"" lang=""de""><a href="""" title=""Umwelt"">Umwelt</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">environment</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"" id=""mwCQ"">)</span>. More at <span class=""Latn"" id=""mwCg"" lang=""de""><a href=""um-.html"" title=""um-"">um-</a></span>, <span class=""Latn"" id=""mwCw"" lang=""de""><a href=""Welt.html"" title=""Welt"">Welt</a></span>.</p>"
English,Umwelt,Pronunciation,,IPA: /ËˆÊ_mvÉ›lt/, IPA(key): /ËˆÊ_mvÉ›lt/,"<li id=""mwDQ""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ËˆÊ_mvÉ›lt/</span></li>"
English,Umwelt,Noun, â€_(plural Umwelts or Umwelten),"One's surroundings or environment; the outer world as perceived by organisms within it.
 1979,  Kyril Bonfiglioli,  â€œAfter You with the Pistolâ€ù, in :It seems that these S-E-A-Values are all about what ethnologists call the Umwelt â€” the area of alarm around members of the brute creation, such as human beings.
 1990 October 7,  S. J. Bodio, A. Shilstone,  â€œPigeon Racing: Homing in on an 'invisible' sportâ€ù, in , volume 21, number 7, pages 80, 10p:Still, a pigeon's worldview -- its Umwelt, ...
 2006 December 15,  Chris Arthur,  â€œEmpty Roomâ€ù, in  Southwest Review, volume 91, number 3, pages p295-312, 18p:... a fragment snipped from the perplexing umwelt of Homo sapiens, our innumerable temporary enclosures."," One's surroundings or environment; the outer world as perceived by organisms within it.
 1979,  Kyril Bonfiglioli,  â€œAfter You with the Pistolâ€ù, in (Please provide the book title or journal name):It seems that these S-E-A-Values are all about what ethnologists call the Umwelt â€” the area of alarm around members of the brute creation, such as human beings.
 1990 October 7,  S. J. Bodio, A. Shilstone,  â€œPigeon Racing: Homing in on an 'invisible' sportâ€ù, in (Please provide the book title or journal name), volume 21, number 7, pages 80, 10p:Still, a pigeon's worldview -- its Umwelt, ...
 2006 December 15,  Chris Arthur,  â€œEmpty Roomâ€ù, in  Southwest Review, volume 91, number 3, pages p295-312, 18p:... a fragment snipped from the perplexing umwelt of Homo sapiens, our innumerable temporary enclosures.","<li id=""mwFA""> One's <a href=""surroundings.html"" id=""mwFQ"" title=""surroundings"">surroundings</a> or <a href=""environment.html"" id=""mwFg"" title=""environment"">environment</a>; the outer world as perceived by organisms within it.
<ul id=""mwFw""><li id=""mwGA""> <div class=""citation-whole"" id=""mwGQ""><span class=""cited-source""><b>1979</b>,<span> </span><span> </span>Kyril Bonfiglioli,<span> </span><span> </span>â€œAfter You with the Pistolâ€ù, in<span> </span><span style=""color: #777777;"">(Please provide the book title or journal name)</span>:</span><dl><dd><span class=""cited-passage"">It seems that these S-E-A-Values are all about what ethnologists call the <b>Umwelt</b> <span>â€”</span> the area of alarm around members of the brute creation, such as human beings.</span></dd></dl></div></li>
<li id=""mwGg""> <div class=""citation-whole"" id=""mwGw""><span class=""cited-source""><b>1990</b> October 7,<span> </span><span> </span>S. J. Bodio, A. Shilstone,<span> </span><span> </span>â€œPigeon Racing: Homing in on an 'invisible' sportâ€ù, in<span> </span><span style=""color: #777777;"">(Please provide the book title or journal name)</span>, volume 21, number 7, pages 80, 10p:</span><dl><dd><span class=""cited-passage"">Still, a pigeon's worldview -- its <b>Umwelt</b>, ...</span></dd></dl></div></li>
<li id=""mwHA""> <div class=""citation-whole"" id=""mwHQ""><span class=""cited-source""><b>2006</b> December 15,<span> </span><span> </span>Chris Arthur,<span> </span><span> </span>â€œEmpty Roomâ€ù, in<span> </span><span> </span><cite>Southwest Review</cite>, volume 91, number 3, pages p295-312, 18p:</span><dl><dd><span class=""cited-passage"">... a fragment snipped from the perplexing <b>umwelt</b> of Homo sapiens, our innumerable temporary enclosures.</span></dd></dl></div></li></ul></li>"
German,Umweltaspekt,Etymology,,Umwelt +â€_ Aspekt,Umwelt +â€_ Aspekt,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Aspekt.html"" title=""Aspekt"">Aspekt</a></i></p>"
German,Umweltaspekt,Noun,"Â m â€_(genitive Umweltaspekts or Umweltaspektes, plural Umweltaspekte)",environmental aspect, environmental aspect,"<li id=""mwCA""> <a href=""environmental.html"" id=""mwCQ"" title=""environmental"">environmental</a> <a href=""aspect.html"" id=""mwCg"" title=""aspect"">aspect</a></li>"
German,Umweltaspekte,Noun, m,plural of Umweltaspekt, plural of Umweltaspekt,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltaspekt.html"" title=""Umweltaspekt"">Umweltaspekt</a></i></span></span></li>"
German,Umweltaspekten,Noun, m,dative plural of Umweltaspekt, dative plural of Umweltaspekt,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltaspekt.html"" title=""Umweltaspekt"">Umweltaspekt</a></i></span></span></li>"
German,Umweltaspektes,Noun,,genitive singular of Umweltaspekt, genitive singular of Umweltaspekt,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltaspekt.html"" title=""Umweltaspekt"">Umweltaspekt</a></i></span></span></li>"
German,Umweltaspekts,Noun,,genitive singular of Umweltaspekt, genitive singular of Umweltaspekt,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltaspekt.html"" title=""Umweltaspekt"">Umweltaspekt</a></i></span></span></li>"
German,Umweltauswirkung,Etymology,,Umwelt +â€_ Auswirkung,Umwelt +â€_ Auswirkung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Auswirkung.html"" title=""Auswirkung"">Auswirkung</a></i></p>"
German,Umweltauswirkung,Noun,"Â f â€_(genitive Umweltauswirkung, plural Umweltauswirkungen)",environmental impact, environmental impact,"<li id=""mwCA""> <a href=""environmental.html"" id=""mwCQ"" title=""environmental"">environmental</a> <a href=""impact.html"" id=""mwCg"" title=""impact"">impact</a></li>"
German,Umweltauswirkungen,Noun, f,plural of Umweltauswirkung, plural of Umweltauswirkung,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltauswirkung.html"" title=""Umweltauswirkung"">Umweltauswirkung</a></i></span></span></li>"
German,Umweltbedingung,Etymology,,Umwelt +â€_ Bedingung,Umwelt +â€_ Bedingung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Bedingung.html"" title=""Bedingung"">Bedingung</a></i></p>"
German,Umweltbedingung,Noun,"Â m â€_(genitive Umweltbedingung, plural Umweltbedingungen)", environmental condition, (chiefly in the plural) environmental condition(s),"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">chiefly<span> </span>in the <a href=""plural.html"" title=""plural"">plural</a></span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""environmental.html"" id=""mwCw"" title=""environmental"">environmental</a> <a href=""condition.html"" id=""mwDA"" title=""condition"">condition</a>(s)</li>"
German,Umweltbedingung,External links,,Umweltbedingung in Duden online, Umweltbedingung in Duden online,"<li id=""mwDg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweltbedingung"" id=""mwDw"">Umweltbedingung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umweltbedingungen,Noun, m,plural of Umweltbedingung, plural of Umweltbedingung,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltbedingung.html"" title=""Umweltbedingung"">Umweltbedingung</a></i></span></span></li>"
German,Umweltbelastung,Etymology,,Umwelt +â€_ Belastung,Umwelt +â€_ Belastung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Belastung.html"" title=""Belastung"">Belastung</a></i></p>"
German,Umweltbelastung,Noun,"Â f â€_(genitive Umweltbelastung, plural Umweltbelastungen)",ecological stress, ecological stress,"<li id=""mwCA""> <a href=""ecological.html"" id=""mwCQ"" title=""ecological"">ecological</a> <a href=""stress.html"" id=""mwCg"" title=""stress"">stress</a></li>"
German,Umweltbelastung,External links,,Umweltbelastung in Duden online, Umweltbelastung in Duden online,"<li id=""mwDA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweltbelastung"" id=""mwDQ"">Umweltbelastung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umweltbelastungen,Noun, f,plural of Umweltbelastung, plural of Umweltbelastung,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltbelastung.html"" title=""Umweltbelastung"">Umweltbelastung</a></i></span></span></li>"
German,Umweltchemie,Etymology,,Umwelt +â€_ Chemie,Umwelt +â€_ Chemie,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Chemie.html"" title=""Chemie"">Chemie</a></i></p>"
German,Umweltchemie,Noun,"Â f â€_(genitive Umweltchemie, no plural)", environmental chemistry, (chemistry) environmental chemistry,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">chemistry</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""environmental.html"" id=""mwCw"" title=""environmental"">environmental</a> <a href=""chemistry.html"" id=""mwDA"" title=""chemistry"">chemistry</a></li>"
German,Umwelten,Pronunciation,,"IPA: [ËˆÊ_mËŒvÉ›ltnÌ©], [ËˆÊ_mËŒvÉ›ltÉ™n],  Audio "," IPA(key): [ËˆÊ_mËŒvÉ›ltnÌ©], [ËˆÊ_mËŒvÉ›ltÉ™n],  Audio (Austria)(file)","<li id=""mwAw""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">[ËˆÊ_mËŒvÉ›ltnÌ©]</span><span>, </span><span class=""IPA"" lang="""">[ËˆÊ_mËŒvÉ›ltÉ™n]</span></li>, <li id=""mwBg""> <table class=""audiotable"" id=""mwBw"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Austria)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Umwelten,Noun,,plural of Umwelt, plural of Umwelt,"<li id=""mwDQ""> <span class=""form-of-definition"" id=""mwDg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i></span></span></li>"
German,Umweltforschung,Etymology,,Umwelt +â€_ Forschung,Umwelt +â€_ Forschung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Umwelt.html"" title=""Umwelt"">Umwelt</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Forschung.html"" title=""Forschung"">Forschung</a></i></p>"
German,Umweltforschung,Noun,"Â f â€_(genitive Umweltforschung, plural Umweltforschungen)",environmental / ecological research, environmental / ecological research,"<li id=""mwCA""> <a href=""environmental.html"" id=""mwCQ"" title=""environmental"">environmental</a> / <a href=""ecological.html"" id=""mwCg"" title=""ecological"">ecological</a> <a href=""research.html"" id=""mwCw"" title=""research"">research</a></li>"
German,Umweltforschung,External links,,Umweltforschung in Duden online, Umweltforschung in Duden online,"<li id=""mwDQ""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweltforschung"" id=""mwDg"">Umweltforschung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umweltforschungen,Noun,Â f,plural of Umweltforschung, plural of Umweltforschung,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltforschung.html"" title=""Umweltforschung"">Umweltforschung</a></i></span></span></li>"
German,Umweltminister,Noun,"Â m â€_(genitive Umweltministers, plural Umweltminister)",environment minister, environment minister,"<li id=""mwBg""> <a href=""environment.html"" id=""mwBw"" title=""environment"">environment</a> <a href=""minister.html"" id=""mwCA"" title=""minister"">minister</a></li>"
German,Umweltminister,Related terms,,Umweltministerium, Umweltministerium,"<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""de""><a href=""Umweltministerium.html"" title=""Umweltministerium"">Umweltministerium</a></span></li>"
German,Umweltminister,External links,,Umweltminister in Duden online, Umweltminister in Duden online,"<li id=""mwDg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweltminister"" id=""mwDw"">Umweltminister</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umweltministerien,Noun,Â n,plural of Umweltministerium, plural of Umweltministerium,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltministerium.html"" title=""Umweltministerium"">Umweltministerium</a></i></span></span></li>"
German,Umweltministerium,Noun,"Â n â€_(genitive Umweltministeriums, plural Umweltministerien)",ministry of the environment, ministry of the environment,"<li id=""mwBQ""> <a href=""ministry.html"" id=""mwBg"" title=""ministry"">ministry</a> of the <a href=""environment.html"" id=""mwBw"" title=""environment"">environment</a></li>"
German,Umweltministerium,Related terms,,Umweltminister, Umweltminister,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""de""><a href=""Umweltminister.html"" title=""Umweltminister"">Umweltminister</a></span></li>"
German,Umweltministerium,External links,,Umweltministerium in Duden online, Umweltministerium in Duden online,"<li id=""mwDQ""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umweltministerium"" id=""mwDg"">Umweltministerium</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umweltministeriums,Noun,Â n,genitive singular of Umweltministerium, genitive singular of Umweltministerium,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltministerium.html"" title=""Umweltministerium"">Umweltministerium</a></i></span></span></li>"
German,Umweltministern,Noun,Â m,dative plural of Umweltminister, dative plural of Umweltminister,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umweltminister.html"" title=""Umweltminister"">Umweltminister</a></i></span></span></li>"
