headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
English,Quechua,Proper noun,,The language spoken by these people., The language spoken by these people.,"<li id=""mwKQ""> The language spoken by these people.</li>"
English,Quechua,Derived terms,,Quechuan, Quechuan,"<li id=""mwKw""> <span class=""Latn"" id=""mwLA"" lang=""en""><a href=""Quechuan.html"" title=""Quechuan"">Quechuan</a></span></li>"
English,Quechua,External links,,", ,  ISO 639-1 code qu, ISO 639-3 code que. It is a family of related languages. The individual ones are:"," , ,  ISO 639-1 code qu, ISO 639-3 code que. It is a family of related languages. The individual ones are:","<li id=""mwNw""> </li>, <span></span>, <li> <a class=""external"" href=""https://en.wikipedia.org/wiki/ISO%20639-1"" title=""w:ISO 639-1"">ISO 639-1</a> code <b>qu</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/ISO%20639-3"" title=""w:ISO 639-3"">ISO 639-3</a> code <b>que. It is a family of related languages. The individual ones are:</b></li>"
English,Quechuan,Adjective, _—_(not comparable),"Of, or pertaining, to the Quechua people or language."," Of, or pertaining, to the Quechua people or language.","<li id=""mwBg""> Of, or pertaining, to the <a href=""Quechua.html"" id=""mwBw"" title=""Quechua"">Quechua</a> people or language.</li>"
English,Quechuan,Noun, _—_(plural Quechuans),A member of the Quechua people., A member of the Quechua people.,"<li id=""mwDA""> A member of the <a href=""Quechua.html"" id=""mwDQ"" title=""Quechua"">Quechua</a> people.</li>"
English,Quechuan,Proper noun,,"Quechua, the language spoken by the Quechua people."," Quechua, the language spoken by the Quechua people.","<li id=""mwEg""> <a href=""Quechua.html"" id=""mwEw"" title=""Quechua"">Quechua</a>, the language spoken by the Quechua people.</li>"
English,Quechuanist,Etymology,,From Quechuan +_—_ -ist.,From Quechuan +_—_ -ist.,"<p id=""mwAQ"">From <i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""Quechuan.html"" title=""Quechuan"">Quechuan</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-ist.html"" title=""-ist"">-ist</a></i>.</p>"
English,Quechuanist,Noun, _—_(plural Quechuanists),A linguist who specialises in studying Quechuan languages., A linguist who specialises in studying Quechuan languages.,"<li id=""mwCA""> A <a href=""linguist.html"" id=""mwCQ"" title=""linguist"">linguist</a> who specialises in studying <a href=""Quechuan.html"" id=""mwCg"" title=""Quechuan"">Quechuan</a> languages.</li>"
English,Quechuanists,Noun,,plural of Quechuanist, plural of Quechuanist,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quechuanist.html"" title=""Quechuanist"">Quechuanist</a></i></span></span></li>"
English,Quechuans,Noun,,plural of Quechuan, plural of Quechuan,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quechuan.html"" title=""Quechuan"">Quechuan</a></i></span></span></li>"
English,Quechuas,Noun,,plural of Quechua, plural of Quechua,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quechua.html"" title=""Quechua"">Quechua</a></i></span></span></li>"
German,Quecke,Noun,"Î_f _—_(genitive Quecke, plural Quecken)",quitch , quitch (Elymus repens),"<li id=""mwBQ""> <a href=""quitch.html"" id=""mwBg"" title=""quitch"">quitch</a> (<i id=""mwBw""><a href=""Elymus_repens.html"" id=""mwCA"" title=""Elymus repens"">Elymus repens</a></i>)</li>"
German,Quecke,External links,,Quecke in Duden online, Quecke in Duden online,"<li id=""mwCw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Quecke"" id=""mwDA"">Quecke</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Quecken,Noun,,plural of Quecke, plural of Quecke,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecke.html"" title=""Quecke"">Quecke</a></i></span></span></li>"
German,Quecksilber,Etymology,,From Old High German quecsilbar.,From Old High German quecsilbar.,"<p id=""mwAw"">From <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Old%20High%20German%20language"" title=""w:Old High German language"">Old High German</a></span></span> <i class=""Latn mention"" id=""mwBg"" lang=""de""><a href=""quecsilbar.html"" title=""quecsilbar"">quecsilbar</a></i>.</p>"
German,Quecksilber,Pronunciation,,Audio, Audio(file),"<li id=""mwCA""> <table class=""audiotable"" id=""mwCQ"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Quecksilber,Noun,"Î_n _—_(genitive Quecksilbers, no plural)",mercury ," mercury (chemical element, Hg)","<li id=""mwDw""> <a href=""mercury.html"" id=""mwEA"" title=""mercury"">mercury</a> (chemical element, Hg)</li>"
German,Quecksilber,External links,,Quecksilber in Duden online, Quecksilber in Duden online,"<li id=""mwFg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Quecksilber"" id=""mwFw"">Quecksilber</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Quecksilberdampflampe,Etymology,,Quecksilber +_—_ Dampf +_—_ Lampe,Quecksilber +_—_ Dampf +_—_ Lampe,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Dampf.html"" title=""Dampf"">Dampf</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Lampe.html"" title=""Lampe"">Lampe</a></i></p>"
German,Quecksilberdampflampe,Noun,"Î_f _—_(genitive Quecksilberdampflampe, plural Quecksilberdampflampe)",mercury-vapour lamp, mercury-vapour lamp,"<li id=""mwCA""> <a href=""mercury-vapour_lamp.html"" id=""mwCQ"" title=""mercury-vapour lamp"">mercury-vapour lamp</a></li>"
German,Quecksilberdampflampe,External links,,Quecksilberdampflampe in Duden online, Quecksilberdampflampe in Duden online,"<li id=""mwCw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Quecksilberdampflampe"" id=""mwDA"">Quecksilberdampflampe</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Quecksilberdampflampen,Noun,Î_f,dative plural of Quecksilberdampflampe, dative plural of Quecksilberdampflampe,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberdampflampe.html"" title=""Quecksilberdampflampe"">Quecksilberdampflampe</a></i></span></span></li>"
German,Quecksilberelektrode,Etymology,,Quecksilber +_—_ Elektrode,Quecksilber +_—_ Elektrode,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Elektrode.html"" title=""Elektrode"">Elektrode</a></i></p>"
German,Quecksilberelektrode,Noun,"Î_f _—_(genitive Quecksilberelektrode, plural Quecksilberelektroden)",mercury electrode, mercury electrode,"<li id=""mwCA""> <a href=""mercury.html"" id=""mwCQ"" title=""mercury"">mercury</a> <a href=""electrode.html"" id=""mwCg"" title=""electrode"">electrode</a></li>"
German,Quecksilberelektroden,Noun,Î_f,plural of Quecksilberelektrode, plural of Quecksilberelektrode,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberelektrode.html"" title=""Quecksilberelektrode"">Quecksilberelektrode</a></i></span></span></li>"
German,Quecksilberlegierung,Etymology,,Quecksilber +_—_ Legierung,Quecksilber +_—_ Legierung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Legierung.html"" title=""Legierung"">Legierung</a></i></p>"
German,Quecksilberlegierung,Noun,"Î_f _—_(genitive Quecksilberlegierung, plural Quecksilberlegierungen)",amalgam , amalgam (mercury alloy),"<li id=""mwCA""> <a href=""amalgam.html"" id=""mwCQ"" title=""amalgam"">amalgam</a> (<a href=""mercury.html"" id=""mwCg"" title=""mercury"">mercury</a> <a href=""alloy.html"" id=""mwCw"" title=""alloy"">alloy</a>)</li>"
German,Quecksilberlegierung,Synonyms,,Amalgam, Amalgam,"<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""de""><a href=""Amalgam.html"" title=""Amalgam"">Amalgam</a></span></li>"
German,Quecksilberlegierung,External links,,Quecksilberlegierung in Duden online, Quecksilberlegierung in Duden online,"<li id=""mwEA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Quecksilberlegierung"" id=""mwEQ"">Quecksilberlegierung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Quecksilberlegierungen,Noun,Î_f,plural of Quecksilberlegierung, plural of Quecksilberlegierung,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberlegierung.html"" title=""Quecksilberlegierung"">Quecksilberlegierung</a></i></span></span></li>"
German,Quecksilberorganyle,Etymology,,Quecksilber +_—_ Organyle,Quecksilber +_—_ Organyle,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Organyle.html"" title=""Organyle"">Organyle</a></i></p>"
German,Quecksilberorganyle,Noun,"Î_f _—_(genitive Quecksilberorganyle, plural Quecksilberorganylen)", organomercury compound, (organic chemistry) organomercury compound,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">organic chemistry</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""organomercury.html"" id=""mwCw"" title=""organomercury"">organomercury</a> <a href=""compound.html"" id=""mwDA"" title=""compound"">compound</a></li>"
German,Quecksilberorganyle,Noun,"Î_f _—_(genitive Quecksilberorganyle, plural Quecksilberorganylen)", organomercurial , (medicine) organomercurial (drug),"<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg"">(</span><span class=""ib-content"">medicine</span><span class=""ib-brac"" id=""mwDw"">)</span> <a href=""organomercurial.html"" id=""mwEA"" title=""organomercurial"">organomercurial</a> (drug)</li>"
German,Quecksilberorganylen,Noun, f,plural of Quecksilberorganyle, plural of Quecksilberorganyle,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberorganyle.html"" title=""Quecksilberorganyle"">Quecksilberorganyle</a></i></span></span></li>"
German,Quecksilberoxid,Etymology,,Quecksilber +_—_ Oxid,Quecksilber +_—_ Oxid,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Oxid.html"" title=""Oxid"">Oxid</a></i></p>"
German,Quecksilberoxid,Noun,"Î_n _—_(genitive Quecksilberoxids, no plural)", mercuric oxide, (inorganic chemistry) mercuric oxide,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">inorganic chemistry</span><span class=""ib-brac"" id=""mwCg"">)</span> mercuric oxide</li>"
German,Quecksilberoxids,Noun,,genitive singular of Quecksilberoxid, genitive singular of Quecksilberoxid,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberoxid.html"" title=""Quecksilberoxid"">Quecksilberoxid</a></i></span></span></li>"
German,Quecksilbers,Noun,,genitive singular of Quecksilber, genitive singular of Quecksilber,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i></span></span></li>"
German,Quecksilbersulfid,Etymology,,Quecksilber +_—_ Sulfid,Quecksilber +_—_ Sulfid,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Sulfid.html"" title=""Sulfid"">Sulfid</a></i></p>"
German,Quecksilbersulfid,Noun,"Î_n _—_(genitive Quecksilbersulfids, no plural)", mercuric sulfide, (inorganic chemistry) mercuric sulfide,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">inorganic chemistry</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""mercuric_sulfide.html"" id=""mwCw"" title=""mercuric sulfide"">mercuric sulfide</a></li>"
German,Quecksilbersulfids,Noun,,genitive singular of Quecksilbersulfid, genitive singular of Quecksilbersulfid,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilbersulfid.html"" title=""Quecksilbersulfid"">Quecksilbersulfid</a></i></span></span></li>"
German,Quecksilberthermometer,Noun,"Î_n _—_(genitive Quecksilberthermometers, plural Quecksilberthermometer)","mercury thermometer, mercurial thermometer"," mercury thermometer, mercurial thermometer","<li id=""mwBg""> <a href=""mercury.html"" id=""mwBw"" title=""mercury"">mercury</a> <a href=""thermometer.html"" id=""mwCA"" title=""thermometer"">thermometer</a>, <a href=""mercurial.html"" id=""mwCQ"" title=""mercurial"">mercurial</a> <a href=""thermometer.html"" id=""mwCg"" title=""thermometer"">thermometer</a></li>"
German,Quecksilberthermometern,Noun,Î_n,dative plural of Quecksilberthermometer, dative plural of Quecksilberthermometer,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberthermometer.html"" title=""Quecksilberthermometer"">Quecksilberthermometer</a></i></span></span></li>"
German,Quecksilberthermometers,Noun,,genitive singular of Quecksilberthermometer, genitive singular of Quecksilberthermometer,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberthermometer.html"" title=""Quecksilberthermometer"">Quecksilberthermometer</a></i></span></span></li>"
German,Quecksilberverbindung,Etymology,,Quecksilber +_—_ Verbindung,Quecksilber +_—_ Verbindung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Quecksilber.html"" title=""Quecksilber"">Quecksilber</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Verbindung.html"" title=""Verbindung"">Verbindung</a></i></p>"
German,Quecksilberverbindung,Noun,"Î_f _—_(genitive Quecksilberverbindung, plural Quecksilberverbindungen)",mercury compound, mercury compound,"<li id=""mwCA""> <a href=""mercury.html"" id=""mwCQ"" title=""mercury"">mercury</a> <a href=""compound.html"" id=""mwCg"" title=""compound"">compound</a></li>"
German,Quecksilberverbindung,External links,,Quecksilberverbindung in Duden online, Quecksilberverbindung in Duden online,"<li id=""mwDA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Quecksilberverbindung"" id=""mwDQ"">Quecksilberverbindung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Quecksilberverbindungen,Noun, f,plural of Quecksilberverbindung, plural of Quecksilberverbindung,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Quecksilberverbindung.html"" title=""Quecksilberverbindung"">Quecksilberverbindung</a></i></span></span></li>"
Luxembourgish,Quecks’âlwer,Noun,Î_? _—_(uncountable),mercury, mercury,"<li id=""mwBw""> <a href=""mercury.html"" id=""mwCA"" title=""mercury"">mercury</a></li>"
German Low German,Quecks’_lver,Noun,Î_n (no plural),mercury ," mercury (chemical element, Hg)","<li id=""mwCA""> <a href=""mercury.html"" id=""mwCQ"" title=""mercury"">mercury</a> (chemical element, Hg)</li>"
German Low German,Quecks’_lver,Noun,Î_n (no plural),quicksilver , quicksilver (Hg),"<li id=""mwCg""> <a href=""quicksilver.html"" id=""mwCw"" title=""quicksilver"">quicksilver</a> (Hg)</li>"
German,Quedlinburg,Etymology,,Attested as Quitilingaburg in 922 and as Quitlingen in 963.,Attested as Quitilingaburg in 922 and as Quitlingen in 963.,"<p id=""mwAw"">Attested as <i id=""mwBA"">Quitilingaburg</i> in 922 and as <i id=""mwBQ"">Quitlingen</i> in 963.</p>"
German,Quedlinburg,Pronunciation,,IPA: kwetl€éÅ bu_Åk, IPA(key): kwetl€éÅ bu_Åk,"<li id=""mwBw""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">kwetl€éÅ bu_Åk</span></li>"
German,Quedlinburg,Proper noun,,"A town located north of the Harz mountains, in the district of Harz in the west of Saxony-Anhalt, Germany. A UNESCO World Heritage Site."," A town located north of the Harz mountains, in the district of Harz in the west of Saxony-Anhalt, Germany. A UNESCO World Heritage Site.","<li id=""mwDg""> A town located north of the <a href=""Harz.html"" id=""mwDw"" title=""Harz"">Harz</a> mountains, in the district of Harz in the west of <a href=""Saxony-Anhalt.html"" id=""mwEA"" title=""Saxony-Anhalt"">Saxony-Anhalt</a>, <a href=""Germany.html"" id=""mwEQ"" title=""Germany"">Germany</a>. A <a href=""UNESCO.html"" id=""mwEg"" title=""UNESCO"">UNESCO</a> <a class=""external"" href=""https://en.wikipedia.org/wiki/World%20Heritage%20Site"" id=""mwEw"" title=""wikipedia:World Heritage Site"">World Heritage Site</a>.</li>"
English,Queen's Counsel,Noun, _—_(abbreviation QC), a barrister or advocate appointed by the Crown , (Britain) a barrister or advocate appointed by the Crown (when the monarch is a queen),"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a></span><span class=""ib-brac"" id=""mwCA"">)</span> a <a href=""barrister.html"" id=""mwCQ"" title=""barrister"">barrister</a> or <a href=""advocate.html"" id=""mwCg"" title=""advocate"">advocate</a> <a href=""appointed.html"" id=""mwCw"" title=""appointed"">appointed</a> by the <a href=""Crown.html"" id=""mwDA"" title=""Crown"">Crown</a> (when the monarch is a queen)</li>"
English,Queen's Counsel,Noun, _—_(abbreviation QC),"In Canada, an honorific status conferred by the federal or provincial governments to senior or meritorious lawyers."," In Canada, an honorific status conferred by the federal or provincial governments to senior or meritorious lawyers.","<li id=""mwDQ""> In Canada, an <a href=""honorific.html"" id=""mwDg"" title=""honorific"">honorific</a> status conferred by the federal or provincial governments to senior or <a href=""meritorious.html"" id=""mwDw"" title=""meritorious"">meritorious</a> <a href=""lawyers.html"" id=""mwEA"" title=""lawyers"">lawyers</a>.</li>"
English,Queen's Counsel,Related terms,,King's Counsel ., King's Counsel (when the monarch is a king).,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""en""><a href=""King's_Counsel.html"" title=""King's Counsel"">King's Counsel</a></span> (when the monarch is a king).</li>"
English,Queen's English,Alternative forms,,queen's English, queen's English,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""queen's_English.html"" title=""queen's English"">queen's English</a></span></li>"
English,Queen's English,Noun, _—_(uncountable)," Especially in England, spoken or written English which is standard, characterised by grammatical correctness, proper usage of words and expressions, and  formal British pronunciation. 1882, Robert Louis Stevenson, ""The Story of the Young Man with the Cream Tarts"" in New Arabian Nights: But I am not so timid, and can speak the Queen's English plainly. 1913, E. Phillips Oppenheim, The Double Life Of Mr. Alfred Burton, ch. 22: He murdered the Queen's English every time he spoke. 2006, Jeanette Catsoulis, ""Movie Review: On a Clear Day ,"" New York Times, 7 April. : In the movies, bankable Brits fall into one of two categories: those who live in stately homes and possess a firm grasp of the Queen's English, and those who live in cottages or tenements and possess accents thick enough to caulk boats."," (often preceded by the) Especially in England, spoken or written English which is standard, characterised by grammatical correctness, proper usage of words and expressions, and (when spoken) formal British pronunciation. 1882, Robert Louis Stevenson, ""The Story of the Young Man with the Cream Tarts"" in New Arabian Nights: But I am not so timid, and can speak the Queen's English plainly. 1913, E. Phillips Oppenheim, The Double Life Of Mr. Alfred Burton, ch. 22: He murdered the Queen's English every time he spoke. 2006, Jeanette Catsoulis, ""Movie Review: On a Clear Day (2005),"" New York Times, 7 April. (retrieved 15 Aug. 2010): In the movies, bankable Brits fall into one of two categories: those who live in stately homes and possess a firm grasp of the Queen's English, and those who live in cottages or tenements and possess accents thick enough to caulk boats.","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content"">often preceded by <a href=""the.html"" title=""the"">the</a></span><span class=""ib-brac"" id=""mwCw"">)</span> Especially in <a href=""England.html"" id=""mwDA"" title=""England"">England</a>, <a href=""spoken.html"" id=""mwDQ"" title=""spoken"">spoken</a> or <a href=""written.html"" id=""mwDg"" title=""written"">written</a> English which is <a href=""standard.html"" id=""mwDw"" title=""standard"">standard</a>, characterised by <a href=""grammatical.html"" id=""mwEA"" title=""grammatical"">grammatical</a> <a href=""correctness.html"" id=""mwEQ"" title=""correctness"">correctness</a>, <a href=""proper.html"" id=""mwEg"" title=""proper"">proper</a> usage of <a href=""word.html"" id=""mwEw"" title=""word"">words</a> and <a href=""expression.html"" id=""mwFA"" title=""expression"">expressions</a>, and (when spoken) formal British <a href=""pronunciation.html"" id=""mwFQ"" title=""pronunciation"">pronunciation</a>.<ul id=""mwFg""><li id=""mwFw""> <b id=""mwGA"">1882</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/Robert%20Louis%20Stevenson"" id=""mwGQ"" title=""w:Robert Louis Stevenson"">Robert Louis Stevenson</a>, ""The Story of the Young Man with the Cream Tarts"" in <i id=""mwGg"">New Arabian Nights</i>:<dl id=""mwGw""><dd id=""mwHA""> But I am not so timid, and can speak the <b id=""mwHQ"">Queen's English</b> plainly.</dd></dl></li><li id=""mwHg""> <b id=""mwHw"">1913</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/E.%20Phillips%20Oppenheim"" id=""mwIA"" title=""w:E. Phillips Oppenheim"">E. Phillips Oppenheim</a>, <i id=""mwIQ"">The Double Life Of Mr. Alfred Burton</i>, ch. 22:<dl id=""mwIg""><dd id=""mwIw""> He murdered the <b id=""mwJA"">Queen's English</b> every time he spoke.</dd></dl></li><li id=""mwJQ""> <b id=""mwJg"">2006</b>, Jeanette Catsoulis, ""<a class=""external"" href=""http://movies.nytimes.com/2006/04/07/movies/07clea.html"" id=""mwJw"">Movie Review: On a Clear Day (2005)</a>,"" <i id=""mwKA"">New York Times</i>, 7 April. (retrieved 15 Aug. 2010):<dl id=""mwKQ""><dd id=""mwKg""> In the movies, bankable Brits fall into one of two categories: those who live in stately homes and possess a firm grasp of the <b id=""mwKw"">Queen's English</b>, and those who live in cottages or tenements and possess accents thick enough to caulk boats.</dd></dl></li></ul></li>"
English,Queen's English,Usage notes,,"King's English is used when the reigning monarch is male. When the monarch is female, Queen's English is commonly used instead."," King's English is used when the reigning monarch is male. When the monarch is female, Queen's English is commonly used instead.","<li id=""mwLQ""> <i id=""mwLg""><a href=""King's_English.html"" id=""mwLw"" title=""King's English"">King's English</a></i> is used when the <a href=""reigning.html"" id=""mwMA"" title=""reigning"">reigning</a> <a href=""monarch.html"" id=""mwMQ"" title=""monarch"">monarch</a> is male. When the monarch is female, <i id=""mwMg""><b id=""mwMw"">Queen's English</b></i> is commonly used instead.</li>"
English,Queen's Pawn Game,Noun, _—_(uncountable),"A chess opening characterized by the move 1.d4, in which the white queen's pawn advances two squares as the first move."," A chess opening characterized by the move 1.d4, in which the white queen's pawn advances two squares as the first move.","<li id=""mwBw""> A <a href=""chess.html"" id=""mwCA"" title=""chess"">chess</a> <a href=""opening.html"" id=""mwCQ"" title=""opening"">opening</a> characterized by the move 1.d4, in which the white <a href=""queen.html"" id=""mwCw"" title=""queen"">queen</a>'s <a href=""pawn.html"" id=""mwDA"" title=""pawn"">pawn</a> advances two <a href=""square.html"" id=""mwDQ"" title=""square"">squares</a> as the first <a href=""move.html"" id=""mwDg"" title=""move"">move</a>.</li>"
English,Queen's Pawn Game,External links,, Queen's Pawn Game on  Wikipedia.Wikipedia ,  Queen's Pawn Game on  Wikipedia.Wikipedia ,"<li id=""mwEA""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Queen's%20Pawn%20Game"" title=""w:Queen's Pawn Game"">Queen's Pawn Game</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwEg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Queen's%20Pawn%20Game"" title=""w:Queen's Pawn Game"">Wikipedia </a></span></li>"
English,Queen's cowboy,Noun, _—_(plural Queen's cowboys), A member of the Royal Canadian Mounted Police., (slang) A member of the Royal Canadian Mounted Police.,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">slang</span><span class=""ib-brac"" id=""mwBw"">)</span> A member of the <a href=""Royal_Canadian_Mounted_Police.html"" id=""mwCA"" title=""Royal Canadian Mounted Police"">Royal Canadian Mounted Police</a>.</li>"
English,Queen's cowboys,Noun,,plural of Queen's cowboy, plural of Queen's cowboy,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Queen's_cowboy.html"" title=""Queen's cowboy"">Queen's cowboy</a></i></span></span></li>"
English,Queen's speech,Noun, _—_(plural Queen's speeches),An address to the people of the United Kingdom and British Commonwealth broadcast on radio and television by the Queen on Christmas Day, An address to the people of the United Kingdom and British Commonwealth broadcast on radio and television by the Queen on Christmas Day,"<li id=""mwBg""> An <a href=""address.html"" id=""mwBw"" title=""address"">address</a> to the people of the <a href=""United_Kingdom.html"" id=""mwCA"" title=""United Kingdom"">United Kingdom</a> and <a href=""British_Commonwealth.html"" id=""mwCQ"" title=""British Commonwealth"">British Commonwealth</a> broadcast on radio and television by the Queen on <a href=""Christmas_Day.html"" id=""mwCg"" title=""Christmas Day"">Christmas Day</a></li>"
English,Queen's speech,Usage notes,,"Officially, the ""Royal Christmas Message""."," Officially, the ""Royal Christmas Message"".","<li id=""mwDA""> Officially, the ""Royal Christmas Message"".</li>"
English,Queen's speeches,Noun,,plural of Queen's speech, plural of Queen's speech,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Queen's_speech.html"" title=""Queen's speech"">Queen's speech</a></i></span></span></li>"
