headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Translingual,Yersinia,Hyponyms,,": Yersinia aldovae, Yersinia aleksiciae, Yersinia bercovieri, Yersinia enterocolitica, Yersinia entomophaga, Yersinia frederiksenii, Yersinia intermedia, Yersinia kristensenii, Yersinia mollaretii, Yersinia pestis , Yersinia philomiragia, Yersinia pseudotuberculosis, Yersinia rohdei, Yersinia ruckeri ,  : Yersinia mexicana "," (genus of Enterobacteriaceae): Yersinia aldovae, Yersinia aleksiciae, Yersinia bercovieri, Yersinia enterocolitica, Yersinia entomophaga, Yersinia frederiksenii, Yersinia intermedia, Yersinia kristensenii, Yersinia mollaretii, Yersinia pestis (bubonic plague bacterium), Yersinia philomiragia, Yersinia pseudotuberculosis, Yersinia rohdei, Yersinia ruckeri (species),  (genus of Mantidae): Yersinia mexicana (species)","<li id=""mwKA""> <span class=""ib-brac"" id=""mwKQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus of Enterobacteriaceae</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwKg""><span class=""sense-qualifier-colon"">:</span></span> <span class=""biota"" id=""mwKw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20aldovae"" title=""wikispecies:Yersinia aldovae"">Yersinia aldovae</a></i></span>, <span class=""biota"" id=""mwLA""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20aleksiciae"" title=""wikispecies:Yersinia aleksiciae"">Yersinia aleksiciae</a></i></span>, <span class=""biota"" id=""mwLQ""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20bercovieri"" title=""wikispecies:Yersinia bercovieri"">Yersinia bercovieri</a></i></span>, <span class=""biota"" id=""mwLg""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20enterocolitica"" title=""wikispecies:Yersinia enterocolitica"">Yersinia enterocolitica</a></i></span>, <span class=""biota"" id=""mwLw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20entomophaga"" title=""wikispecies:Yersinia entomophaga"">Yersinia entomophaga</a></i></span>, <span class=""biota"" id=""mwMA""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20frederiksenii"" title=""wikispecies:Yersinia frederiksenii"">Yersinia frederiksenii</a></i></span>, <span class=""biota"" id=""mwMQ""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20intermedia"" title=""wikispecies:Yersinia intermedia"">Yersinia intermedia</a></i></span>, <span class=""biota"" id=""mwMg""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20kristensenii"" title=""wikispecies:Yersinia kristensenii"">Yersinia kristensenii</a></i></span>, <span class=""biota"" id=""mwMw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20mollaretii"" title=""wikispecies:Yersinia mollaretii"">Yersinia mollaretii</a></i></span>, <i id=""mwNA""><a href=""Yersinia_pestis.html"" id=""mwNQ"" title=""Yersinia pestis"">Yersinia pestis</a></i> (<a href=""bubonic_plague.html"" id=""mwNg"" title=""bubonic plague"">bubonic plague</a> <a href=""bacterium.html"" id=""mwNw"" title=""bacterium"">bacterium</a>), <span class=""biota"" id=""mwOA""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20philomiragia"" title=""wikispecies:Yersinia philomiragia"">Yersinia philomiragia</a></i></span>, <span class=""biota"" id=""mwOQ""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20pseudotuberculosis"" title=""wikispecies:Yersinia pseudotuberculosis"">Yersinia pseudotuberculosis</a></i></span>, <span class=""biota"" id=""mwOg""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20rohdei"" title=""wikispecies:Yersinia rohdei"">Yersinia rohdei</a></i></span>, <span class=""biota"" id=""mwOw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20ruckeri"" title=""wikispecies:Yersinia ruckeri"">Yersinia ruckeri</a></i></span> <span class=""ib-brac"" id=""mwPA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">species</span></span><span class=""ib-brac"" id=""mwPQ""><span class=""qualifier-brac"">)</span></span></li>, <li id=""mwPg""> <span class=""ib-brac"" id=""mwPw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus of Mantidae</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwQA""><span class=""sense-qualifier-colon"">:</span></span> <span class=""biota"" id=""mwQQ""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20mexicana"" title=""wikispecies:Yersinia mexicana"">Yersinia mexicana</a></i></span> <span class=""ib-brac"" id=""mwQg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">species</span></span><span class=""ib-brac"" id=""mwQw""><span class=""qualifier-brac"">)</span></span></li>"
Translingual,Yersinia,External links,,":
  Yersinia on  Wikipedia.Wikipedia 
  Yersinia  on  Wikispecies.Wikispecies 
  Yersinia on  Wikimedia Commons.Wikimedia Commons ,  :
  Yersinia  on  Wikispecies.Wikispecies "," (genus of Enterobacteriaceae):
  Yersinia on  Wikipedia.Wikipedia 
  Yersinia (Enterobacteriaceae) on  Wikispecies.Wikispecies 
  Yersinia on  Wikimedia Commons.Wikimedia Commons ,  (genus of Mantidae):
  Yersinia (Mantidae) on  Wikispecies.Wikispecies ","<li id=""mwSA""> <span class=""ib-brac"" id=""mwSQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus of Enterobacteriaceae</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwSg""><span class=""sense-qualifier-colon"">:</span></span>
<ul id=""mwSw""><li id=""mwTA""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yersinia"" title=""w:Yersinia"">Yersinia</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwTg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yersinia"" title=""w:Yersinia"">Wikipedia </a></span></li>
<li id=""mwTw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20(Enterobacteriaceae)#English"" title=""wikispecies:Yersinia (Enterobacteriaceae)"">Yersinia (Enterobacteriaceae)</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwUQ""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20(Enterobacteriaceae)"" title=""wikispecies:Yersinia (Enterobacteriaceae)"">Wikispecies </a></span></li>
<li id=""mwUg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Yersinia#English"" title=""commons:Category:Yersinia"">Yersinia</a></b><span> on  Wikimedia Commons.</span><span class=""interProject"" id=""mwVA""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Yersinia"" title=""commons:Category:Yersinia"">Wikimedia Commons </a></span></li></ul></li>, <li id=""mwVQ""> <span class=""ib-brac"" id=""mwVg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus of Mantidae</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwVw""><span class=""sense-qualifier-colon"">:</span></span>
<ul id=""mwWA""><li id=""mwWQ""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20(Mantidae)#English"" title=""wikispecies:Yersinia (Mantidae)"">Yersinia (Mantidae)</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwWw""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20(Mantidae)"" title=""wikispecies:Yersinia (Mantidae)"">Wikispecies </a></span></li></ul></li>"
Translingual,Yersinia pestis,Proper noun, f,"A taxonomic species within the family EnterobacteriaceaeÂ â€“ the plague bacillus, causative agent of the bubonic plague."," A taxonomic species within the family EnterobacteriaceaeÂ â€“ the plague bacillus, causative agent of the bubonic plague.","<li id=""mwBw""> <span id=""mwCA"">A taxonomic </span><a href=""species.html"" title=""species"">species</a><span> within the </span><a href=""family.html"" title=""family"">family</a><span> </span><a href=""Enterobacteriaceae.html"" title=""Enterobacteriaceae"">Enterobacteriaceae</a><span>Â </span><span>â€“ the </span><a href=""plague.html"" title=""plague"">plague</a><span> </span><a href=""bacillus.html"" title=""bacillus"">bacillus</a><span>, causative agent of the </span><a href=""bubonic_plague.html"" title=""bubonic plague"">bubonic plague</a><span>.</span></li>"
Translingual,Yersinia pestis,External links,," Yersinia pestis on  Wikipedia.Wikipedia ,   Yersinia pestis on  Wikispecies.Wikispecies ,   Yersinia pestis on  Wikimedia Commons.Wikimedia Commons ,   List of sequenced bacterial genomes on  Wikipedia.Wikipedia ","  Yersinia pestis on  Wikipedia.Wikipedia ,   Yersinia pestis on  Wikispecies.Wikispecies ,   Yersinia pestis on  Wikimedia Commons.Wikimedia Commons ,   List of sequenced bacterial genomes on  Wikipedia.Wikipedia ","<li id=""mwCw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yersinia%20pestis"" title=""w:Yersinia pestis"">Yersinia pestis</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwDQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yersinia%20pestis"" title=""w:Yersinia pestis"">Wikipedia </a></span></li>, <li id=""mwDg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20pestis#English"" title=""wikispecies:Yersinia pestis"">Yersinia pestis</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwEA""><a class=""external"" href=""https://species.wikimedia.org/wiki/Yersinia%20pestis"" title=""wikispecies:Yersinia pestis"">Wikispecies </a></span></li>, <li id=""mwEQ""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Yersinia%20pestis#English"" title=""commons:Category:Yersinia pestis"">Yersinia pestis</a></b><span> on  Wikimedia Commons.</span><span class=""interProject"" id=""mwEw""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Yersinia%20pestis"" title=""commons:Category:Yersinia pestis"">Wikimedia Commons </a></span></li>, <li id=""mwFA""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/List%20of%20sequenced%20bacterial%20genomes"" title=""w:List of sequenced bacterial genomes"">List of sequenced bacterial genomes</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwFg""><a class=""external"" href=""https://en.wikipedia.org/wiki/List%20of%20sequenced%20bacterial%20genomes"" title=""w:List of sequenced bacterial genomes"">Wikipedia </a></span></li>"
German,Yersiniose,Noun,"Â f â€_(genitive Yersiniose, plural Yersiniosen)", yersiniosis, (pathology) yersiniosis,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">pathology</span><span class=""ib-brac"" id=""mwBw"">)</span> <a href=""yersiniosis.html"" id=""mwCA"" title=""yersiniosis"">yersiniosis</a></li>"
German,Yersiniosen,Noun, f,plural of Yersiniose, plural of Yersiniose,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Yersiniose.html"" title=""Yersiniose"">Yersiniose</a></i></span></span></li>"
Ladino,Yerushalayim,Proper noun,"Â f â€_(Latin spelling, Hebrew spelling _™_¨_•_©_œ_™_ù)",Jerusalem, Jerusalem,"<li id=""mwCA""> <a href=""Jerusalem.html"" id=""mwCQ"" title=""Jerusalem"">Jerusalem</a></li>"
Spanish,Yesenia,Etymology,,"Invented in 1970 for the heroine of a Mexican TV series by Yolanda Vargas, from Jessenia , botanical name of a South American palm tree.","Invented in 1970 for the heroine of a Mexican TV series by Yolanda Vargas, from Jessenia (bataua), botanical name of a South American palm tree.","<p id=""mwAQ"">Invented in 1970 for the heroine of a Mexican TV series by Yolanda Vargas, from <i id=""mwAg"">Jessenia (bataua)</i>, botanical name of a South American palm tree.</p>"
Spanish,Yesenia,Proper noun,Â f,A female given name used since 1970., A female given name used since 1970.,"<li id=""mwCA""> <span class=""use-with-mention"" id=""mwCQ"">A female <a href=""given_name.html"" title=""given name"">given name</a></span> used since 1970.</li>"
English,Yeshiva,Noun, â€_(plural Yeshivas or Yeshivot),Alternative letter-case form of yeshiva, Alternative letter-case form of yeshiva,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative <a href=""letter_case.html"" title=""letter case"">letter-case</a> form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""yeshiva.html"" title=""yeshiva"">yeshiva</a></i></span></span></li>"
English,Yeshivas,Noun,,plural of Yeshiva, plural of Yeshiva,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yeshiva.html"" title=""Yeshiva"">Yeshiva</a></i></span></span></li>"
English,Yeshivish,Proper noun,,"A mixture of English, Yiddish, Hebrew, and other languages spoken by many Orthodox Jews."," A mixture of English, Yiddish, Hebrew, and other languages spoken by many Orthodox Jews.","<li id=""mwBg""> A mixture of <a href=""English.html"" id=""mwBw"" title=""English"">English</a>, <a href=""Yiddish.html"" id=""mwCA"" title=""Yiddish"">Yiddish</a>, <a href=""Hebrew.html"" id=""mwCQ"" title=""Hebrew"">Hebrew</a>, and other languages spoken by many <a href=""Orthodox_Jews.html"" id=""mwCg"" title=""Orthodox Jews"">Orthodox Jews</a>.</li>"
English,Yeshivot,Noun,,plural of Yeshiva, plural of Yeshiva,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yeshiva.html"" title=""Yeshiva"">Yeshiva</a></i></span></span></li>"
Ladino,Yeshu,Etymology,,"From Latin IÄ“sus, from Ancient Greek á_¸Î·ÏƒÎ¿á¿_Ï‚ â€_, from Hebrew _™_©_•_¢ â€_.","From Latin IÄ“sus, from Ancient Greek á_¸Î·ÏƒÎ¿á¿_Ï‚ â€_(IÄ“soÃ»s), from Hebrew _™_©_•_¢ â€_(y'hoshÃºa).","<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBA"" lang=""la""><a href=""Iesus.html"" title=""Iesus"">IÄ“sus</a></i>, from <span class=""etylcleanup"" id=""mwBQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBw"" lang=""grc""><a href=""%E1%BC%B8%CE%B7%CF%83%CE%BF%E1%BF%A6%CF%82.html"" title=""á_¸Î·ÏƒÎ¿á¿_Ï‚"">á_¸Î·ÏƒÎ¿á¿_Ï‚</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">IÄ“soÃ»s</span><span class=""mention-gloss-paren"" id=""mwCA"">)</span>, from <span class=""etylcleanup"" id=""mwCQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Hebrew%20language"" title=""w:Hebrew language"">Hebrew</a></span></span> <i class=""Hebr mention"" id=""mwCw"" lang=""he""><a href=""%D7%99%D7%A9%D7%95%D7%A2.html"" title=""_™_©_•_¢"">_™_©_•_¢</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">y'hoshÃºa</span><span class=""mention-gloss-paren"" id=""mwDA"">)</span>.</p>"
Ladino,Yeshu,Proper noun,Â m â€_(Latin spelling),Jesus, Jesus,"<li id=""mwEQ""> <a href=""Jesus.html"" id=""mwEg"" title=""Jesus"">Jesus</a></li>"
Old ProvenÃ§al,Yeshu Xrist,Proper noun,,Jesus Christ, Jesus Christ,"<li id=""mwBw""> <a href=""Jesus_Christ.html"" id=""mwCA"" title=""Jesus Christ"">Jesus Christ</a></li>"
English,Yeshua,Etymology,,Transliteration of Hebrew _™_©_•_¢,Transliteration of Hebrew _™_©_•_¢,"<p id=""mwAQ"">Transliteration of Hebrew <a href=""%D7%99%D7%A9%D7%95%D7%A2.html"" id=""mwAg"" title=""_™_©_•_¢"">_™_©_•_¢</a></p>"
English,Yeshua,Proper noun,,Jesus, Jesus,"<li id=""mwBw""> <a href=""Jesus.html"" id=""mwCA"" title=""Jesus"">Jesus</a></li>"
Ewe,Yesu,Proper noun,,Jesus, Jesus,"<li id=""mwBg""> <a href=""Jesus.html"" id=""mwBw"" title=""Jesus"">Jesus</a></li>"
Ewe,Yesu Kristo,Proper noun,,Jesus Christ, Jesus Christ,"<li id=""mwBQ""> <a href=""Jesus_Christ.html"" id=""mwBg"" title=""Jesus Christ"">Jesus Christ</a></li>"
Turkish,Yeter,Proper noun,,A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,Yeter,Proper noun,,A female given name, A female given name,"<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A female <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
German,Yeti,Noun,"Â m â€_(genitive Yetis, plural Yetis)", yeti; abominable snowman, (cryptozoology) yeti; abominable snowman,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">cryptozoology</span><span class=""ib-brac"" id=""mwCA"">)</span> <a href=""yeti.html"" id=""mwCQ"" title=""yeti"">yeti</a>; <a href=""abominable_snowman.html"" id=""mwCg"" title=""abominable snowman"">abominable snowman</a></li>"
German,Yeti,External links,,Yeti in Duden online, Yeti in Duden online,"<li id=""mwDA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Yeti"" id=""mwDQ"">Yeti</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Yetis,Noun,,genitive singular of Yeti, genitive singular of Yeti,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Yeti.html"" title=""Yeti"">Yeti</a></i></span></span></li>"
German,Yetis,Noun,,plural of Yeti, plural of Yeti,"<li id=""mwCA""> <span class=""form-of-definition"" id=""mwCQ"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Yeti.html"" title=""Yeti"">Yeti</a></i></span></span></li>"
Turkish,Yetkin,Proper noun,,A female given name, A female given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A female <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,Yetkin,Proper noun,,A male given name, A male given name,"<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Yevanic,Proper noun,,The nearly extinct language of the Romaniote people of Greece., The nearly extinct language of the Romaniote people of Greece.,"<li id=""mwBQ""> The nearly <a href=""extinct.html"" id=""mwBg"" title=""extinct"">extinct</a> <a href=""language.html"" id=""mwBw"" title=""language"">language</a> of the <a href=""Romaniote.html"" id=""mwCA"" title=""Romaniote"">Romaniote</a> people of <a href=""Greece.html"" id=""mwCQ"" title=""Greece"">Greece</a>.</li>"
English,Yevanic,External links,," Yevanic on  Wikipedia.Wikipedia ,   ISO 639-3 code yej ,  Ethnologue entry for Yevanic, yej","  Yevanic on  Wikipedia.Wikipedia ,   ISO 639-3 code yej (SIL),  Ethnologue entry for Yevanic, yej","<li id=""mwCw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yevanic"" title=""w:Yevanic"">Yevanic</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwDQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Yevanic"" title=""w:Yevanic"">Wikipedia </a></span></li>, <li id=""mwDg""> <span id=""mwDw""> </span><a class=""external"" href=""https://en.wikipedia.org/wiki/ISO%20639-3"" title=""w:ISO 639-3"">ISO 639-3</a><span> code </span><b>yej</b><span> </span><a class=""external"" href=""http://www.sil.org/iso639-3/documentation.asp?id=yej"">(SIL)</a></li>, <li id=""mwEA""> <a class=""external"" href=""http://www.ethnologue.com/language/yej"" id=""mwEQ"" title=""ethnologue:yej"">Ethnologue entry for Yevanic</a><span>, </span><b>yej</b></li>"
English,Yevgeny,Etymology,,From Russian _•_____µÌÅ___¸__ â€_.,From Russian _•_____µÌÅ___¸__ â€_(JevgÃ©nij).,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span></span> <i class=""Cyrl mention"" id=""mwBQ"" lang=""ru""><a href=""%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9.html"" title=""_•_____µ___¸__"">_•_____µÌÅ___¸__</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JevgÃ©nij</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span>.</p>"
English,Yevgeny,Proper noun,,A Russian male given name, A Russian male given name,"<li id=""mwCw""> <span class=""use-with-mention"" id=""mwDA"">A Russian male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Yevgeny,Related terms,,"Eugenius, Eugene"," Eugenius, Eugene","<li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""en""><a href=""Eugenius.html"" title=""Eugenius"">Eugenius</a></span>, <span class=""Latn"" id=""mwEQ"" lang=""en""><a href=""Eugene.html"" title=""Eugene"">Eugene</a></span></li>"
English,Yevpatoria,Etymology,,From Ancient Greek Î•Ï…Ï€Î±Ï„Î¿ÏÅÎ¯Î± â€_ via Russian _•___¿_°Ñ‚__ÌÅÑ€_¸Ñè â€_.,From Ancient Greek Î•Ï…Ï€Î±Ï„Î¿ÏÅÎ¯Î± â€_(EupatorÃ_a) via Russian _•___¿_°Ñ‚__ÌÅÑ€_¸Ñè â€_(JevpatÃ_rija).,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBQ"" lang=""grc"">Î•Ï…Ï€Î±Ï„Î¿ÏÅÎ¯Î±</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">EupatorÃ_a</span><span class=""mention-gloss-paren"">)</span> via <span class=""etylcleanup"" id=""mwBw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span></span> <i class=""Cyrl mention"" id=""mwCQ"" lang=""ru""><a href=""%D0%95%D0%B2%D0%BF%D0%B0%D1%82%D0%BE%D1%80%D0%B8%D1%8F.html"" title=""_•___¿_°Ñ‚__Ñ€_¸Ñè"">_•___¿_°Ñ‚__ÌÅÑ€_¸Ñè</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JevpatÃ_rija</span><span class=""mention-gloss-paren"" id=""mwCg"">)</span>.</p>"
English,Yevpatoria,Proper noun,,"a resort city in Crimea, on the Black Sea coast"," a resort city in Crimea, on the Black Sea coast","<li id=""mwDw""> a resort city in <a href=""Crimea.html"" id=""mwEA"" title=""Crimea"">Crimea</a>, on the <a href=""Black_Sea.html"" id=""mwEQ"" title=""Black Sea"">Black Sea</a> coast</li>"
Kurdish,Yewnanistan,Proper noun,,Greece, Greece,"<li id=""mwBQ""> <a href=""Greece.html"" id=""mwBg"" title=""Greece"">Greece</a></li>"
English,Yezdi,Noun, â€_(plural Yezdis),Alternative form of Yazidi, Alternative form of Yazidi,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yazidi.html"" title=""Yazidi"">Yazidi</a></i></span></span></li>"
English,Yezdis,Noun,,plural of Yezdi, plural of Yezdi,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yezdi.html"" title=""Yezdi"">Yezdi</a></i></span></span></li>"
English,Yezidee,Noun, â€_(plural Yezidees),Alternative form of Yazidi, Alternative form of Yazidi,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yazidi.html"" title=""Yazidi"">Yazidi</a></i></span></span></li>"
English,Yezidees,Noun,,plural of Yezidee, plural of Yezidee,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yezidee.html"" title=""Yezidee"">Yezidee</a></i></span></span></li>"
English,Yezidi,Noun, â€_(plural Yezidis),Alternative form of Yazidi, Alternative form of Yazidi,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yazidi.html"" title=""Yazidi"">Yazidi</a></i></span></span></li>"
English,Yezidis,Noun,,plural of Yezidi, plural of Yezidi,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yezidi.html"" title=""Yezidi"">Yezidi</a></i></span></span></li>"
English,Yezidism,Proper noun,,Alternative form of Yazidism, Alternative form of Yazidism,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yazidism.html"" title=""Yazidism"">Yazidism</a></i></span></span></li>"
Turkish,YeÅŸim'i,Proper noun,,accusative singular of YeÅŸim, accusative singular of YeÅŸim,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">accusative singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""tr""><a href=""Ye%C5%9Fim.html"" title=""YeÅŸim"">YeÅŸim</a></i></span></span></li>"
Turkish,YeÅŸim'i,Proper noun,,third-person singular possessive of YeÅŸim, third-person singular possessive of YeÅŸim,"<li id=""mwCA""> <span class=""form-of-definition"" id=""mwCQ"">third-person singular possessive of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""tr""><a href=""Ye%C5%9Fim.html"" title=""YeÅŸim"">YeÅŸim</a></i></span></span></li>"
Turkish,YeÅŸim'im,Proper noun,,first-person singular possessive of YeÅŸim, first-person singular possessive of YeÅŸim,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">first-person singular possessive of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""tr""><a href=""Ye%C5%9Fim.html"" title=""YeÅŸim"">YeÅŸim</a></i></span></span></li>"
Turkish,YeÅŸim'in,Proper noun,,genitive singular of YeÅŸim, genitive singular of YeÅŸim,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""tr""><a href=""Ye%C5%9Fim.html"" title=""YeÅŸim"">YeÅŸim</a></i></span></span></li>"
